taille;desordre;typeDesordre;algo;acces;comparaisons;echanges;temps
100000;0;3;MergeSort;3337856;853904;0;3212414
100000;0;3;MergeSort;3337856;853904;0;3282184
100000;0;3;MergeSort;3337856;853904;0;2942374
100000;0;3;MergeSort;3337856;853904;0;3322604
100000;0;3;MergeSort;3337856;853904;0;2943314
100000;0;3;MergeSort;3337856;853904;0;2935554
100000;0;3;MergeSort;3337856;853904;0;3449814
100000;0;3;MergeSort;3337856;853904;0;2928074
100000;0;3;MergeSort;3337856;853904;0;3167794
100000;0;3;MergeSort;3337856;853904;0;5335887
100000;0;3;MergeSort;3337856;853904;0;3694325
100000;0;3;MergeSort;3337856;853904;0;3206043
100000;0;3;MergeSort;3337856;853904;0;3474264
100000;0;3;MergeSort;3337856;853904;0;3051674
100000;0;3;MergeSort;3337856;853904;0;2923303
100000;0;3;MergeSort;3337856;853904;0;2961324
100000;0;4;MergeSort;3337856;853904;0;16178211
100000;0;4;MergeSort;3337856;853904;0;10719594
100000;0;4;MergeSort;3337856;853904;0;5199957
100000;0;4;MergeSort;3337856;853904;0;6249678
100000;0;4;MergeSort;3337856;853904;0;6734779
100000;0;4;MergeSort;3337856;853904;0;7412330
100000;0;4;MergeSort;3337856;853904;0;6809659
100000;0;4;MergeSort;3337856;853904;0;7226850
100000;0;4;MergeSort;3337856;853904;0;7052059
100000;0;4;MergeSort;3337856;853904;0;5652498
100000;0;4;MergeSort;3337856;853904;0;3248425
100000;0;4;MergeSort;3337856;853904;0;3519075
100000;0;4;MergeSort;3337856;853904;0;3276085
100000;0;4;MergeSort;3337856;853904;0;3268284
100000;0;4;MergeSort;3337856;853904;0;3833995
100000;0;4;MergeSort;3337856;853904;0;3535144
100000;0;4;MergeSort;3337856;853904;0;3771314
100000;0;4;MergeSort;3337856;853904;0;8051551
100000;0;4;MergeSort;3337856;853904;0;7239970
100000;0;4;MergeSort;3337856;853904;0;6807799
100000;0;4;MergeSort;3337856;853904;0;8120980
100000;0;4;MergeSort;3337856;853904;0;7599569
100000;0;4;MergeSort;3337856;853904;0;8314860
100000;0;4;MergeSort;3337856;853904;0;7736450
100000;0;4;MergeSort;3337856;853904;0;7037449
100000;0;4;MergeSort;3337856;853904;0;7676680
100000;0;4;MergeSort;3337856;853904;0;7494410
100000;0;4;MergeSort;3337856;853904;0;7577399
100000;0;4;MergeSort;3337856;853904;0;7801560
100000;0;4;MergeSort;3337856;853904;0;7807161
100000;0;4;MergeSort;3337856;853904;0;7054889
100000;0;4;MergeSort;3337856;853904;0;3374814
100000;0;4;MergeSort;3337856;853904;0;3457385
100000;0;4;MergeSort;3337856;853904;0;3208714
100000;0;4;MergeSort;3337856;853904;0;3935535
100000;0;4;MergeSort;3337856;853904;0;3214514
100000;0;4;MergeSort;3337856;853904;0;3762565
100000;0;4;MergeSort;3337856;853904;0;3128034
100000;0;4;MergeSort;3337856;853904;0;3849975
100000;0;4;MergeSort;3337856;853904;0;3483025
100000;0;4;MergeSort;3337856;853904;0;3941145
100000;0;4;MergeSort;3337856;853904;0;4014285
100000;0;4;MergeSort;3337856;853904;0;4189225
100000;0;4;MergeSort;3337856;853904;0;4264676
100000;0;4;MergeSort;3337856;853904;0;4041385
100000;0;4;MergeSort;3337856;853904;0;4017925
100000;0;4;MergeSort;3337856;853904;0;3840085
100000;0;4;MergeSort;3337856;853904;0;4092555
100000;0;4;MergeSort;3337856;853904;0;4398725
100000;0;4;MergeSort;3337856;853904;0;3725424
100000;0;4;MergeSort;3337856;853904;0;4201735
100000;0;4;MergeSort;3337856;853904;0;4104736
100000;0;4;MergeSort;3337856;853904;0;3123854
100000;0;4;MergeSort;3337856;853904;0;3770285
100000;0;4;MergeSort;3337856;853904;0;3612914
100000;0;4;MergeSort;3337856;853904;0;3565775
100000;0;4;MergeSort;3337856;853904;0;3881995
100000;0;4;MergeSort;3337856;853904;0;3559355
100000;0;4;MergeSort;3337856;853904;0;3927675
100000;0;4;MergeSort;3337856;853904;0;3955945
100000;0;4;MergeSort;3337856;853904;0;3274244
100000;0;4;MergeSort;3337856;853904;0;3457375
100000;0;4;MergeSort;3337856;853904;0;3185554
100000;0;4;MergeSort;3337856;853904;0;3186114
100000;0;4;MergeSort;3337856;853904;0;3293034
100000;0;4;MergeSort;3337856;853904;0;3141264
100000;0;4;MergeSort;3337856;853904;0;4003795
100000;0;4;MergeSort;3337856;853904;0;3457504
100000;0;4;MergeSort;3337856;853904;0;3257255
100000;0;4;MergeSort;3337856;853904;0;3113514
100000;0;4;MergeSort;3337856;853904;0;3499414
100000;0;4;MergeSort;3337856;853904;0;3498594
100000;0;4;MergeSort;3337856;853904;0;4409836
100000;0;4;MergeSort;3337856;853904;0;3407835
100000;0;4;MergeSort;3337856;853904;0;3854245
100000;0;4;MergeSort;3337856;853904;0;3638495
100000;0;4;MergeSort;3337856;853904;0;3424005
100000;0;4;MergeSort;3337856;853904;0;3174624
100000;0;4;MergeSort;3337856;853904;0;3030974
100000;0;4;MergeSort;3337856;853904;0;2966524
100000;0;4;MergeSort;3337856;853904;0;2940644
100000;0;4;MergeSort;3337856;853904;0;2928464
100000;0;4;MergeSort;3337856;853904;0;3362775
100000;0;4;MergeSort;3337856;853904;0;3025724
100000;0;4;MergeSort;3337856;853904;0;3035714
100000;0;4;MergeSort;3337856;853904;0;3694165
100000;0;4;MergeSort;3337856;853904;0;2938474
100000;0;4;MergeSort;3337856;853904;0;3458914
100000;0;4;MergeSort;3337856;853904;0;3195164
100000;0;4;MergeSort;3337856;853904;0;3273534
100000;0;4;MergeSort;3337856;853904;0;2940543
100000;0;4;MergeSort;3337856;853904;0;3720565
100000;0;4;MergeSort;3337856;853904;0;2997134
100000;0;4;MergeSort;3337856;853904;0;4208116
100000;0;4;MergeSort;3337856;853904;0;3587754
100000;0;4;MergeSort;3337856;853904;0;2940554
100000;0;4;MergeSort;3337856;853904;0;3427844
100000;0;4;MergeSort;3337856;853904;0;3681405
100000;0;4;MergeSort;3337856;853904;0;2928094
100000;0;4;MergeSort;3337856;853904;0;3392194
100000;10;1;MergeSort;3337856;1454301;0;21368337
100000;10;1;MergeSort;3337856;1452517;0;8661202
100000;10;1;MergeSort;3337856;1450186;0;6077998
100000;10;1;MergeSort;3337856;1449108;0;8777512
100000;10;1;MergeSort;3337856;1451891;0;14954749
100000;10;1;MergeSort;3337856;1452677;0;8219851
100000;10;1;MergeSort;3337856;1449842;0;15699381
100000;10;1;MergeSort;3337856;1447776;0;16564502
100000;10;1;MergeSort;3337856;1449734;0;11962866
100000;10;1;MergeSort;3337856;1452049;0;11480445
100000;10;1;MergeSort;3337856;1450442;0;12197676
100000;10;1;MergeSort;3337856;1454672;0;10667464
100000;10;1;MergeSort;3337856;1449559;0;6074098
100000;10;1;MergeSort;3337856;1453654;0;4844627
100000;10;1;MergeSort;3337856;1447527;0;12353216
100000;10;1;MergeSort;3337856;1453423;0;16334452
100000;10;1;MergeSort;3337856;1451673;0;8858322
100000;10;1;MergeSort;3337856;1449044;0;17048863
100000;10;1;MergeSort;3337856;1449730;0;19019016
100000;10;1;MergeSort;3337856;1452866;0;9548943
100000;10;1;MergeSort;3337856;1449248;0;15392881
100000;10;1;MergeSort;3337856;1451760;0;9420543
100000;10;1;MergeSort;3337856;1453241;0;9112482
100000;10;1;MergeSort;3337856;1451310;0;15971872
100000;10;1;MergeSort;3337856;1449710;0;16083132
100000;10;1;MergeSort;3337856;1453585;0;9379193
100000;10;1;MergeSort;3337856;1452231;0;9294973
100000;10;1;MergeSort;3337856;1450760;0;8298582
100000;10;1;MergeSort;3337856;1451450;0;5261807
